intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime
1.7,286.3,3.1,292.2,3.8,295.9
3,279.4,9.3,292.1,36,328.1
1.1,288.1,2.5,291.8,1,292.7
0.9,287.2,3.3,291.6,32.4,324
1.5,284.9,4.7,291.4,16.1,307.5
0.9,285.1,5.2,291.3,13.2,304.5
1.5,287.8,1.4,291.1,0.8,292
2.4,284,4.2,290.7,2.2,292.9
0.9,285.5,4,290.4,4.1,294.5
2.2,287.2,0.4,290.3,23.8,314.2
1.5,272.4,0,290.3,6.1,296.3
1.7,277.2,11.1,290.1,3.7,293.8
2,170.3,116.6,289.8,26.2,316
3.6,275.1,9.8,289.6,12.6,302.2
1.1,281,5.7,289.2,3.2,292.4
1.6,280.9,6.6,289.1,15.8,304.9
2.4,277.1,6.3,289,95.2,384.2
2.5,276.3,9.1,287.9,12.3,300.1
1.6,283,2.1,287.8,58.8,346.5
1.5,277.6,7.9,287.8,5,292.9
2.8,277,3.8,287.4,32.8,320.2
0.6,272.4,13.2,287.4,6.9,294.3
1.9,276.9,8.3,287.2,6.8,294
0.8,282.3,3.9,287.2,6,293.3
2,278.9,6.3,287.2,89.8,377
1.7,281.9,1.5,287.1,5.9,293
1.3,282.7,1.1,287,7.8,294.8
2.1,277.4,0,286.5,23.5,310
1.5,228.9,51.9,286.4,69.8,356.2
1.5,274.7,9.6,286.1,0.2,286.4
1.1,279.8,5,285.9,1.3,287.3
2.4,270.4,11.8,285.9,98.6,384.5
1.7,278.7,4.3,285.4,45.7,331.1
1.5,277.7,3.4,285.3,3.6,288.8
0.6,32.4,252.1,285.2,13.3,298.5
0.6,278.9,5.4,284.9,2.3,287.2
0.7,277.5,6,284.2,1.5,285.7
0.6,271.5,2.6,284.2,22.9,307.1
1.1,278.7,4.5,284.2,5.6,289.9
2.3,268.8,12.7,284.1,11,295
0.8,278.6,2.6,283.4,11.5,294.9
1.3,147,40.7,283.3,6.6,289.9
1.5,278.1,1.9,282.7,9.9,292.6
1.2,280.6,0.7,282.5,4,286.5
5.4,268.7,4.9,282.4,23.6,305.9
1.6,280.3,0.3,282.4,18.4,300.8
1.8,267.8,8.7,282.1,8.2,290.3
1.9,218.5,61.2,281.6,15.5,297.1
0.8,264,11.9,281.4,6.7,288.1
1.9,261.9,17.4,281.1,2,283.1
4.7,4.4,272,281.1,32,313.1
2.5,264.2,14.2,281,59.4,340.4
0.8,239.8,32.5,280.6,12.5,293.1
2,274.8,3.2,280.4,1.2,281.6
5.6,272.6,2.2,280.4,5.5,285.8
1.4,263.1,15.9,280.4,36.5,316.9
3.4,271,5.8,280.3,10.3,290.6
2.4,264.6,10.7,280.1,29.1,309.2
1.5,269.9,6.7,279.9,1.7,281.5
1,267.3,10.3,279.9,15.7,295.6
2.5,276.4,0.8,279.7,68.5,348.3
1.7,192.4,84.5,279.5,1.2,280.7
2.3,264,13,279.3,62.1,341.4
1.7,42.7,234.3,278.8,37.1,315.9
3.5,270.7,4.3,278.6,7.6,286.2
2,268.8,7.1,278.1,0.4,278.5
1.4,263,11.6,277.3,5.6,282.9
1.3,274.9,0.8,277.1,3.7,280.8
3.1,268,5.5,276.6,97.2,373.8
3.7,266.6,6.3,276.6,3.2,279.8
1.4,227.1,47.8,276.6,47.1,323.7
2,269,4.5,276.4,20.2,296.6
2.1,97.4,173.6,276.3,106.4,382.7
4.3,269.7,0.7,275.9,2.9,278.8
1.2,268.7,5.6,275.8,7.4,283.1
1,263.5,11.2,275.7,23.6,299.3
1.1,273.6,0.1,275.4,9.4,284.7
1,271.4,3,275.4,5.8,281.2
2.2,270.9,2.3,275.4,2.6,278.1
2.1,267.2,5.8,275.3,20,295.4
1.5,266.5,6.3,274.9,12.8,287.8
1.5,268.2,0,274.7,27.2,301.8
2.2,259.6,11.1,273.6,21.2,294.7
2.4,260.1,2.5,273.4,30.6,304
4.3,260.6,8.3,273.2,16.8,290
2.9,262.7,7.7,273.2,7.5,280.7
1,270.7,1.1,272.9,0.3,273.2
2,260.8,9.4,272.7,8.9,281.6
3,265.7,3.4,272.5,16.2,288.7
5,261.9,5.2,272.1,8.1,280.2
0.5,263.6,7.1,272.1,6.6,278.7
2.4,263.6,6,272,6.2,278.2
2.9,240.4,8.7,271.9,17.4,289.4
1.9,267.6,1.8,271.6,2,273.6
2,261.7,7.8,271.4,0.1,271.5
1.1,88.5,181.7,271.4,10.4,281.8
3.1,252.1,15.2,271.3,15.1,286.3
1,256.5,3.6,271.2,18.1,289.3
2.1,251.3,17.4,271,15.1,286.1
1.8,258,10.8,270.6,18,288.5
1.6,264.9,3.6,270.6,16.6,287.1
1.6,231.7,36.8,270.1,19.8,289.9
1,247.8,17.9,270,30.5,300.4
2.4,259.2,8.2,269.8,20.4,290.2
1.6,266.2,1.7,269.6,7.9,277.4
2,87.2,180,269.2,16.8,285.9
0.5,264.5,3.4,269.1,17.9,286.9
3.6,265.3,0.1,269,7.9,276.9
3.7,252.3,7,268.9,6.8,275.7
1.6,257.4,9.6,268.9,24.5,293.3
1.9,221.9,6.5,268.7,7.4,276.1
0.5,266,2,268.6,1.7,270.3
2.4,256.1,9.7,268.6,2.3,270.9
1.3,263.3,3.7,268.5,15.1,283.6
1.7,264,2.6,268.4,4.1,272.4
1.3,258.8,6.7,267.9,8.6,276.5
1.6,262.9,3.3,267.8,64.8,332.6
0.9,266.6,0,267.5,0.1,267.6
1.1,240.9,0,267.4,21.9,289.4
2.3,121.3,142.5,267.3,33.5,300.8
1.1,263.9,2,267.1,2,269.2
0,257.9,8.8,266.7,89.8,356.5
2.3,264,0,266.4,2.1,268.5
1.9,255.4,5.9,266.3,2.9,269.1
2.9,250.8,0,266,207.7,473.7
1.6,234.3,29.9,265.8,10.1,275.9
1.9,263.7,0,265.6,34.3,300
2.3,254.6,8.4,265.3,0.8,266
1.1,237.7,26.3,265.1,14,279
1.3,252.9,10.6,264.8,42.6,307.4
1.9,258.1,4,264.5,50.3,314.8
4.7,246.4,12,264.5,33.1,297.6
1.9,258.3,3.2,264.5,47.9,312.4
3.1,246.4,14.7,264.3,75.8,340
0.9,258.8,2.6,264.3,13.7,277.9
1.4,132.6,126.8,264.1,93.2,357.3
2.2,243.1,18.5,264,3.6,267.6
0.8,210.5,51.8,263.9,1.7,265.6
2.6,35.2,226.1,263.9,4.4,268.2
2,251.2,5.7,263.6,18.9,282.5
1.4,250.3,1.4,263.6,6.4,270
0.5,255,5.2,263.5,3.9,267.3
1.6,259.6,0.3,263.4,80.2,343.6
5.9,252.1,4.7,263.4,52,315.4
0.5,251.7,11.3,263.4,4.5,267.9
1.6,258.5,0.5,263.2,10.3,273.5
4.1,258.1,0,263.1,2.1,265.2
0.9,60.6,200.7,262.8,8.7,271.5
0.6,256,5.9,262.8,4.8,267.6
2.3,247.6,11.9,262.4,59.2,321.6
1.1,255.9,0,262.3,44.7,307
1.3,258.3,1.7,262.3,6.1,268.4
3.1,259,0,262.1,11.2,273.3
1.2,253.8,6.4,261.6,2.8,264.4
1,241.6,0,261.3,2.4,263.7
4.1,253.3,0.9,261,11.8,272.8
0.7,108.8,151.3,260.8,67.1,327.8
2.4,255.8,0.2,260.7,1.5,262.2
1.4,248.3,9.2,260.6,9.6,270.1
1.1,248.3,11.1,260.5,10.9,271.3
1.2,251.7,6.5,260.3,1.8,262.1
1.7,250.6,4.4,260.1,4.2,264.3
1.3,242.6,15.4,259.9,62.2,322.1
0.8,255.9,2.6,259.8,11.6,271.4
2,253.7,4.1,259.7,36.2,296
2.7,252.5,2.7,259,21.8,280.8
1.7,208.6,48.7,259,14.7,273.7
1.3,255.8,1.7,258.7,2.1,260.8
3.3,252.4,2.8,258.6,6.4,265
0.6,253,4.5,258.4,11.6,270
2.2,251.3,4.9,258.4,35.7,294.1
2.1,244.3,11.9,258.4,17.3,275.7
2.6,247.6,7.6,258.3,8.3,266.5
2,33.6,6.4,258.1,68,326
0.9,250.6,6.6,258.1,3.7,261.8
4.8,248.8,4,257.6,33,290.6
3.9,252.7,0.8,257.5,8.1,265.6
0.9,253.4,2.6,257.4,4.8,262.2
2.4,234.5,7,257.4,31.2,288.6
0.6,61.2,193.4,257.4,5.5,262.9
1.3,250.8,4.1,257.3,13.2,270.5
6.1,247,3.5,257.2,1.2,258.4
0.8,251.6,2.1,256.9,6.4,263.3
0.7,255.5,0,256.8,25.1,281.9
2.5,243.2,10.2,256.8,9,265.8
0.6,250.6,5.4,256.8,1.5,258.2
1.4,247.6,6.9,256.7,5.3,261.9
1.3,247.7,7.3,256.7,15.4,272.2
1.1,255.4,0,256.6,0.3,256.9
3,248,5.1,256.5,6.3,262.7
0.8,236.4,1.4,256.5,19.4,275.8
2,251.6,1.7,256.4,3,259.4
1,233.6,11,256.2,3.5,259.7
4.8,247.3,3.5,256.1,16.4,272.4
2,245.3,8.4,255.8,17.8,273.6
2.3,129.4,124.1,255.8,3.1,258.9
1,243.9,8.8,255.6,110.5,366.1
4,234.7,16.2,255.3,38.6,293.9
1,244.5,7.9,255,31.5,286.5
1.2,245.5,7.6,254.9,14.3,269.2
1.1,248.9,4.8,254.8,16.4,271.3
2,245.7,7,254.7,4.5,259.2
1,247.9,4.6,253.5,8.3,261.8
2.2,230.7,8.5,253.3,3.8,257
1.1,248.9,2.8,253.1,2,255.1
2.5,246.9,3.4,253.1,2.1,255.2
1.5,181.5,51.4,253.1,5.6,258.6
2.1,242,8.8,253.1,2.3,255.4
1,239.3,10.8,253.1,7.5,260.6
1,220.6,31.4,253,0.7,253.7
0.8,246.4,5.1,252.8,9.5,262.3
1.4,0.2,0,252.6,0.1,252.6
2.7,130.4,118.7,252.6,2.9,255.4
4,226.7,21.1,252.6,34.5,287.1
1.4,245,5.2,252.5,2.1,254.5
1.2,247.2,4.1,252.5,11.5,264
4.1,224.4,23.5,251.9,30.2,282.1
0.9,239.1,8.2,251.9,5.1,257
0,243.7,8,251.8,21.5,273.2
1.1,230,6.3,251.7,9.1,260.8
1,250.5,0,251.7,33,284.7
1.9,244,5.3,251.2,19.7,270.9
5.2,238.3,1,251.1,4.7,255.8
0.8,247.4,2.8,251,5.5,256.5
0,246.9,3.8,250.7,26.9,277.5
2.1,246.2,2.3,250.6,32.7,283.3
3.4,228.8,10.1,250.3,17,267.3
0.6,234.8,14.6,250.2,6.2,256.4
1.1,242.2,4.3,250,5.2,255.1
0.9,236.6,10.5,249.9,0.5,250.4
1.1,220.8,27,249.2,,
1.4,230.2,13.8,249.1,62.4,311.4
1.6,240.9,5.7,249,3.4,252.4
0.9,33.2,211.7,248.8,31.3,280.1
1.8,238.7,4.8,248.7,16.3,265
1.4,234.4,11.1,248.4,8.5,256.9
4.6,236.7,7,248.4,7.8,256.1
0,244.7,3.6,248.3,7.1,255.4
1.2,141.3,105.3,248.3,3.4,251.7
3.9,239.1,4.5,248.2,6.9,255.1
1.1,240.6,5.9,248.2,10.2,258.4
1.5,246.5,0,248.1,21.2,269.3
1.3,244.5,1.9,248,4,252
1.3,243.6,3,247.9,24.8,272.7
2,219.6,26,247.6,38.7,286.3
1.2,210.3,36,247.5,2.4,249.9
2.5,237,7,247.5,16.2,263.6
4.4,238.8,0.9,247.1,19.1,266.2
1.1,236.2,9.8,247.1,7.2,254.3
2.9,231.4,12.5,246.9,3.3,250.2
0.4,234.3,11.6,246.9,88.7,335.6
2.8,232.5,11.5,246.9,4.5,251.4
0.8,242.2,3.2,246.8,11.3,258
0.9,240.4,5.5,246.7,0.4,247.1
2,240.4,3.9,246.5,2.3,248.8
2.2,235.3,7.3,246.5,20.8,267.3
0.9,244.4,1.1,246.5,30.1,276.5
1.8,232.8,11,246.3,16.2,262.6
4,233.2,9,246.2,2.1,248.2
1.1,100.9,143.4,246.1,14.6,260.8
0.6,242.3,2.8,246,5.6,251.6
0.8,240.4,3.9,246,6.8,252.8
1.9,239.4,4.5,245.9,23.3,269.2
0.6,245.2,0,245.8,4.7,250.4
1.4,237,7.3,245.8,20.9,266.7
1.3,240.6,2.6,245.6,11.8,257.4
1.1,240.6,2,245.3,1,246.2
0.7,243.3,1.2,245.2,1.9,247.1
1.7,233.8,4.4,245.1,11.1,256.1
4.5,235.7,4.7,245,6,251
2.6,235.3,7.2,245,36.1,281.2
1.6,239.8,2.9,244.9,4.5,249.3
2.8,236.3,5.8,244.8,135.4,380.2
2.3,239.5,2.9,244.8,4.7,249.5
1.1,223.5,20.1,244.7,0.9,245.6
2.3,234.6,7.5,244.5,53.3,297.8
1.2,238.1,5.2,244.5,14.5,258.9
0,241.3,2.9,244.5,11.9,256.4
1.7,48.3,193.4,244.5,34.9,279.4
2.8,225.1,0,244.2,4.2,248.4
1.5,235.9,4.6,244,15.1,259.1
1.1,235.9,6.2,243.7,2.7,246.4
0.9,238.3,4.6,243.7,4.3,248
0.5,242.5,0.3,243.5,8.3,251.8
0.7,242.8,0,243.5,5.7,249.3
0.9,235.3,5.6,243,1.1,244.1
4.3,232.7,6,242.9,34.2,277.1
1.5,240.7,0,242.8,406,648.8
1.3,240.8,0.8,242.8,6.3,249.1
0.9,232.6,9.2,242.7,11.2,253.9
1.7,238,2.5,242.5,18.2,260.7
0.5,230.5,11.2,242.2,22.6,264.8
2.6,239.6,0,242.2,3,245.2
0,234.9,5,242.2,50.2,292.3
1,235.7,1.5,242.1,11.6,253.7
2.9,230.1,5,242,16,258
0.9,230.6,10.3,241.8,26.2,268
5.3,226.8,9.3,241.7,36,277.7
3.9,168.1,8.2,241.5,5.5,247
0.7,235.2,5.3,241.2,3.8,245
1,233.4,5.9,241.1,11.8,252.8
2,138.3,4.5,241,3.6,244.7
3.2,224.3,8.1,240.9,32.2,273.1
2.2,231.8,3,240.8,6.8,247.6
1.1,226.7,3.5,240.8,4.2,245
0.7,234,3.1,240.7,8,248.7
2.3,236.1,2,240.5,11.6,252.1
3,229.4,7.8,240.2,31.9,272.2
0.8,231.1,6.2,240.2,6.2,246.3
5,227.2,7.8,240,15.5,255.5
3.5,225.5,9,240,27.8,267.8
1.3,208,30.6,239.9,3.2,243.1
1,236.4,2.6,239.9,3.4,243.3
3.8,226.7,7.8,239.8,30.3,270.1
0.8,233.3,3.8,239.7,14,253.7
2.5,231.4,5.4,239.5,16.8,256.2
1,226.2,12.1,239.2,14.9,254.1
1.2,228.1,10,239.2,49.4,288.6
2.3,230.4,5.6,238.9,2.4,241.4
1.5,237.3,0,238.8,61.4,300.2
1,230.4,5.2,238.8,0.7,239.5
3.8,231.5,2.2,238.7,3.3,242
1.2,225.9,11.5,238.7,10.3,249
1.3,233.6,3.4,238.6,66.6,305.2
0.7,231.6,2,238.5,5.8,244.3
2.8,226.3,9.2,238.4,8.3,246.7
1.8,231.1,5.1,238.1,5.2,243.3
3.5,222.4,8.4,238.1,8,246.1
0,232.5,5.3,238,21.1,259
1.3,229.6,6.6,237.6,1.9,239.4
1.9,228.9,5.8,237.4,19.2,256.6
1.9,227.7,4.3,237.3,19.7,257.1
1.4,229,4.5,237.2,33.2,270.4
1.7,225.8,9.3,237.1,3.8,240.9
1.1,235.4,0,236.8,1.5,238.3
2.7,221.1,12.6,236.6,47.5,284.1
1.8,5.3,0,236.6,10.7,247.3
0.9,231.3,1.4,236.5,6,242.4
1.2,220.5,11.5,236.4,5.7,242.1
3.5,26.4,206.5,236.4,10.5,246.8
0.9,224.9,10,236.3,10.4,246.8
1.7,227.5,4.7,235.5,25.6,261.1
1.6,223.8,9.7,235.5,11.2,246.7
2.8,224.1,8.4,235.5,9.5,245
2.6,221.5,11.2,235.3,29.6,264.9
0.7,226.5,7.3,235.1,37.5,272.6
1.5,231.9,1.6,235.1,9.3,244.3
2.7,226.1,0,235,10.9,245.9
2.3,210.1,21,234.9,47.1,282
1.1,229,4.2,234.9,2.4,237.2
1.1,221.2,10.9,234.9,18.5,253.5
2.3,3.9,225.9,234.8,2.3,237.1
1,231,2.6,234.6,4,238.6
0.9,217.2,16.3,234.4,11.7,246.1
2.1,224.2,0,234.2,32.4,266.5
2.6,222.8,6.1,234.2,66.8,301
1.7,220.8,9.5,234.1,14.3,248.3
0,0,234.1,234.1,317.7,551.8
3.1,223.6,1.7,234.1,7.9,242
0.7,220.6,12.3,234.1,25.6,259.7
0.6,225.1,7.1,234.1,10.6,244.7
0.8,223.5,9.3,233.7,5.9,239.6
1.4,213.1,18.5,233.6,6.1,239.7
0,139.2,94.2,233.5,57.4,290.8
1.6,163.5,68.2,233.5,23.2,256.7
0.9,229.9,0,233.3,4.9,238.2
3.9,218.8,10.4,233.1,36.4,269.5
1.6,163.1,68,232.8,11.1,244
2.7,223.6,6.3,232.8,8.6,241.3
1.8,220.3,9.5,232.7,13.6,246.3
2.6,226.5,3.5,232.6,5.9,238.4
2,220.9,9.8,232.6,2.9,235.5
0.6,223.5,8.4,232.5,20,252.4
1.9,220.1,10.5,232.5,7,239.5
1.6,227.1,3.5,232.3,0.3,232.6
1,218.3,12.1,232.3,12.5,244.8
1.6,223.4,0,232.2,1.7,233.9
2.4,221.2,5.6,232.2,356.2,588.4
1.5,224.3,5.6,232,3.5,235.5
2.4,214.7,9.8,231.7,382.8,614.4
2.4,221.5,6.4,231.6,5.8,237.4
2.7,228,0.6,231.4,7,238.4
0.9,222.5,6.3,231.3,30.3,261.7
2,223.1,3.3,231.3,7.7,239.1
1.7,226.1,2.8,231.1,29.9,261
1.2,224.9,4.2,231.1,8.1,239.2
1.5,223.9,5.3,230.9,4.9,235.7
1.1,219.1,9.1,230.5,8.1,238.5
1.2,221.7,7.2,230,11.4,241.4
1.7,224.1,4,229.9,14.5,244.4
1.1,223.9,4.6,229.9,2.7,232.7
8.1,221.8,0,229.9,0.1,230.1
0.9,223.8,4.4,229.8,20.4,250.2
1.7,216.9,6.9,229.7,1.6,231.3
1.2,228.5,0,229.7,,
4.5,112.5,51.3,229.7,419.2,648.9
1.3,219.3,8.6,229.7,65.2,294.8
2.1,220.7,6.2,229.6,11,240.6
3.4,217.7,7.5,229.5,134.7,364.2
0.7,199.6,1.3,229.4,1.7,231.2
0,196.3,27.1,229.2,11.8,241
1.5,224.3,2.7,229.1,7.9,237
1.5,222,5.3,229,28.6,257.6
0.9,226.4,0.1,228.4,2.3,230.6
0.7,217.5,10.1,228.4,24.5,252.8
2,212.2,13.5,228.2,21.1,249.2
2.3,224.9,1.1,228.2,17.7,245.9
2,216.4,9,228.1,8,236
2.5,183.4,37.5,227.9,11.5,239.4
2,216.9,8.1,227.7,36.5,264.2
3.1,217.7,3.6,227.7,23.4,251.1
2.2,216.7,3.1,227.6,9.3,236.9
1,219.6,6.8,227.5,76.2,303.7
0.5,221.1,5.7,227.3,12.9,240.3
2.9,218.1,5.7,227.2,2.1,229.2
1,220,5.8,226.9,11.6,238.5
0.8,221.3,4.7,226.8,15.7,242.5
0.9,223.2,2.1,226.8,11.1,237.9
0.8,140.7,5.5,226.7,30.2,256.9
1.1,217.8,7.7,226.6,12.9,239.4
1,215.1,8.3,226.5,3,229.5
1.1,219.4,5.9,226.4,13.6,240
3.6,219.9,2.4,226.2,5.4,231.7
2.5,222.5,0.9,225.9,4.9,230.8
1.3,218.5,6.1,225.8,48.4,274.3
2.7,206.9,15.2,225.6,13.6,239.2
3.4,217.6,4.2,225.5,19.4,244.8
2.9,222.3,0,225.5,2.5,228.1
0.5,217.3,7.4,225.3,5.3,230.6
1,218.6,4.9,224.8,4.7,229.5
2.2,222.2,0,224.8,2.6,227.4
1.9,211,11.9,224.8,6,230.8
1.4,219.8,3.5,224.7,4.8,229.5
0.8,145.1,77.1,224.7,1.3,226
1.3,217.1,5.6,224.7,30.4,255.1
0.8,222.4,1.3,224.5,3.2,227.6
3.5,219.5,0,224.1,0.2,224.2
0.5,218.7,4.3,224,48.6,272.6
2.2,197.1,24.4,223.9,23,246.9
1.2,210.8,4.7,223.9,17.2,241.1
3.3,152.2,68.3,223.8,6.9,230.7
2.5,206.4,13.1,223.7,39.8,263.4
2.1,214.7,6.7,223.6,84.6,308.2
2.9,208.4,11.3,223.5,41.1,264.6
1.2,214.1,7.3,223.4,22.7,246.1
2.1,217.9,3.3,223.3,8.9,232.2
1.7,220.7,0.8,223.2,17.9,241.2
1.5,214.9,6.7,223.1,98.4,321.5
2.9,212.1,8,223,12.9,235.9
1.2,214.7,5.2,222.9,13.3,236.3
2.2,210.4,10.2,222.7,26.7,249.4
0,219.4,3,222.5,19.3,241.7
2.8,213.8,2.2,222.4,55.4,277.7
0.9,214.7,5.4,222.3,5.4,227.6
1,214.9,5.6,222,39.7,261.7
1.8,216.4,3.7,221.9,10.2,232
0.7,218.3,1.5,221.7,13.1,234.8
0.8,209.9,11,221.6,71.7,293.3
3.7,209.6,4.7,221.6,40,261.6
1.3,211.6,8.7,221.6,6.1,227.7
1.8,214.6,4.8,221.2,30.9,252.1
1.7,195.1,24.4,221.2,1.6,222.9
1.8,210.1,8.4,220.9,16.2,237.1
1.5,212.6,3,220.8,4.3,225.1
2.2,216.5,1.8,220.6,4.1,224.7
1.3,212.4,5.3,220.5,24.5,245
1.3,211.8,7.4,220.4,110.4,330.8
2,209.5,8.9,220.4,16.2,236.7
2.4,166.7,48.8,220.3,110.2,330.5
1.2,210.6,8.2,220.2,1.5,221.7
0.9,212.9,6.3,220.1,12.6,232.7
0.6,211.1,7.8,220,5.2,225.3
2.1,211,3.3,220,1.3,221.3
1.1,210.9,2.4,219.8,1.4,221.2
0.9,206.2,11.5,219.7,9.3,229
1.7,211.9,6.1,219.7,23.6,243.3
1.1,218,0.5,219.6,1.3,220.8
3,209.8,0,219,31.5,250.5
2.3,207.2,8.7,219,29.6,248.6
0.9,214.7,3,218.8,4,222.8
2.3,211.6,4.4,218.7,4.6,223.3
1.9,207.4,8.9,218.7,16.4,235.1
1.8,194.7,21.5,218.4,21.2,239.6
1.2,207.5,9.7,218.4,13.5,231.9
3.1,212.2,3.1,218.4,5.7,224.1
3.1,205.1,9.8,218.4,7.1,225.5
4.4,192.5,20.2,218.3,19.7,238
1.8,204.9,11.3,218.1,12.4,230.4
1.3,215,1.7,218,25.3,243.3
2.4,192.3,4.7,217.9,11.5,229.3
1.6,210.1,3.9,217.8,3.7,221.4
1.6,214,1.6,217.7,1.7,219.4
2.3,215.2,0,217.5,4.3,221.8
1.6,208.4,7.2,217.5,31,248.5
0,211.9,5.4,217.3,2.1,219.4
5.3,211,0.9,217.2,10.9,228.1
4.2,187.8,24.5,217,7.4,224.4
3.4,206.2,6.7,216.7,83.6,300.3
1,209.6,4.3,216.6,16.3,232.9
0.8,86,127.9,216.4,8.8,225.2
1.8,208.7,6,216.4,25.1,241.5
2.5,145.6,67.7,216.4,79.6,296
1,204.9,9.9,216.4,9.1,225.5
2,214.3,0,216.3,4.1,220.3
1.6,213.8,0.2,216.3,4.8,221.1
0.8,197.5,16.3,216.1,5.3,221.5
1.5,204.1,10.4,216.1,1.5,217.6
2,211,2.9,215.9,24.6,240.5
1.6,206.6,7.5,215.9,105.5,321.3
3.1,211.5,0,215.9,22.7,238.6
0.9,213.5,0.7,215.8,3.7,219.5
3.5,205.6,5.9,215.7,8.2,224
2.2,212.5,0.2,215.4,10.6,226.1
0.9,206.2,8.1,215.4,30.5,245.9
1.8,94.6,118.9,215.3,3.3,218.6
1.6,200.5,12.8,215.3,70.3,285.6
1.6,209.9,3.7,215.2,0.9,216.1
2,197.3,10.7,214.9,45.7,260.6
1.7,207.5,5.2,214.8,9.2,224
1.3,205.5,6,214.8,5.2,219.9
2.3,87.3,122.7,214.6,12.4,226.9
0.6,209.8,2.8,214.3,16.5,230.7
0.9,165.9,47.3,214.1,6.9,221
1.7,196.7,11.1,214,181,395
2.4,201.3,0,214,72.4,286.5
0,213.6,0,213.8,0.1,213.9
3.1,201.9,8.1,213.8,15.1,228.8
0,202.5,10,213.7,11.2,224.9
1.8,207.9,1.4,213.7,8,221.7
1.3,203.8,7.4,213.3,75.9,289.2
1.3,202.8,8.3,213.3,2,215.3
1,209.9,2.3,213.2,4.1,217.3
1.6,197.6,13.4,213.2,9.8,223
1.7,205.1,4.7,213.2,7.3,220.5
2.4,209.2,1.5,213.1,0.5,213.6
1.3,208.7,2.7,213.1,6.3,219.4
1.7,203.9,5.1,213,7.2,220.2
1.6,9.3,200.3,212.7,11.8,224.5
0.5,188.4,23.6,212.6,7.8,220.4
2,209.4,0,212.4,38.2,250.6
1.2,206.2,4.7,212.2,76.3,288.5
3.5,200,7.6,211.9,5.8,217.7
2.5,201.2,6.3,211.8,7.7,219.6
1.2,181.5,8,211.8,158.5,370.3
0.6,208.1,2.6,211.7,17.2,228.9
1.1,193.3,15.6,211.4,0.9,212.3
0.9,202.7,7.4,211.3,4.5,215.8
0.9,202.1,6,211.3,5.8,217.1
2.2,203.8,3.9,211.3,5.7,217
1.9,207.1,2.3,211.3,62.2,273.5
0.8,207.2,3.1,211.3,3.8,215.1
2.6,201.8,4.3,211.2,126.3,337.5
1.1,209.7,0,211.1,4.4,215.5
1.6,202.5,4.8,210.9,6.6,217.5
1.5,203.1,5.6,210.8,94.5,305.3
3,205.7,0.3,210.8,1.5,212.2
1.9,150.7,58.1,210.7,100.6,311.3
2.1,201.6,5.2,210.1,43.9,254
2.2,205.2,2.7,210,13.1,223.2
0.7,198.7,10.1,210,10.1,220.1
1.5,191.5,8,210,19.3,229.2
2.6,196.7,7.1,209.9,0.4,210.3
0.7,202.1,5.9,209.9,8.9,218.8
1.8,191.9,11.8,209.7,54.8,264.5
2.2,160.3,45.8,209.6,27.1,236.7
2.1,199,7.8,209.3,421.8,631.1
0.8,135.5,72.7,209,3.7,212.7
1.6,199.8,6.7,208.8,4.9,213.8
0.8,202.5,4.7,208.6,6.9,215.5
2,160.2,46.4,208.6,17.9,226.5
2.7,185.6,17.3,208.6,10.2,218.8
0.6,197.6,7.7,208.6,8.6,217.1
0.7,198.5,5.9,208.5,2.6,211.1
2.9,197.5,7.9,208.5,3.4,211.9
2.1,194.9,5.8,208.5,5.5,214
2.2,200.6,5.5,208.3,5.6,213.9
2.4,194.1,9.1,208.2,45.7,254
1,202.2,3.8,208.1,20.3,228.4
2.8,202.3,2.7,208.1,14.4,222.5
1.5,201,5.5,208,9,217
1.9,42.2,4.9,208,11.2,219.2
1.1,198.5,6.9,208,45.6,253.6
1.1,200.7,5.4,207.9,8.8,216.8
2.2,182.3,23.4,207.9,51.7,259.6
1.6,187,5.4,207.8,7.3,215.1
1.5,191,0,207.7,0,207.8
4.3,195.9,5.6,207.5,29,236.5
0.9,112.3,91.7,207.5,7.1,214.6
1.1,196.5,9.7,207.5,68,275.5
1.5,198,6.6,207.2,19.3,226.5
3.4,194.6,7.7,207.2,40,247.2
2.7,201.8,0,207.2,4.2,211.4
2.9,194.8,8.2,207.1,8,215.1
2.9,199.1,4.1,207.1,53.9,261
2.7,197.3,6.6,207.1,33.7,240.7
2,197.9,6.8,206.8,18.1,224.9
0.6,194.1,11.2,206.8,21.4,228.2
1,194.2,7.6,206.7,68.2,274.9
1.9,195.3,8.5,206.5,5,211.6
0.6,201.8,0.7,206.4,5.5,211.9
1.6,197.7,6.8,206.4,178.4,384.8
3.1,195.7,7.1,206.3,4.7,211
1.2,199.8,4.9,206.1,8.2,214.2
2.4,203.2,0,206,3.7,209.7
1.5,199.3,2.3,205.9,5.6,211.5
5.5,190,10.4,205.9,1.4,207.3
1.2,187.8,16.1,205.8,23.7,229.5
1.5,177.5,26.5,205.5,0.9,206.4
0.8,200.3,4.4,205.4,9.6,215
0.8,186.9,14.1,205.3,9.8,215.1
0.8,195.6,3.2,205.3,9.6,214.9
5,182.4,17.3,205.3,39.2,244.5
2.2,199.6,3.3,205.1,2.8,207.9
1.1,202.2,1.8,205.1,83.3,288.4
2.7,199.9,2.3,205,30.6,235.6
3.7,197.1,3.1,204.9,4.4,209.3
